Nome: PASSO FUNDO
Codigo Estacao: A839
Latitude: -28.22666666
Longitude: -52.40361111
Altitude: 680.67
Situacao: Operante
Data Inicial: 2021-01-01
Data Final: 2025-09-05
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2025-03-30;0;30,7;17,3;72,6;2,6;
2025-03-31;0;29,7;19,8;76,5;3,4;
2025-04-01;2,4;25,9;18,6;86,9;3;
2025-04-02;0;27,5;19,3;85,6;3,7;
2025-04-03;13;22,6;17,3;90;1,2;
2025-04-04;2,4;18,8;13,8;76;3,2;
2025-04-05;0;23,4;7,2;66,7;4,1;
2025-04-06;0;24,8;10,9;65,5;4,1;
2025-04-07;0;18,9;13,7;80,1;3,9;
2025-04-08;38,4;19,1;15,4;94,3;3,6;
2025-04-09;9,2;22;14,5;83;1,2;
2025-04-10;0;24,5;11,9;73,5;1,2;
2025-04-11;0;27,1;15,8;74,1;3,2;
2025-04-12;0;21,8;15,9;86,1;3,3;
2025-04-13;16,4;22,1;16,5;90,5;1,4;
2025-04-14;5,8;23,8;14,3;78,3;2,1;
2025-04-15;0;25,6;13;85;2,6;
2025-04-16;5;26,2;14,5;81,3;2,1;
2025-04-17;0;27,3;15,4;75,9;1,8;
2025-04-18;0;26,5;16,6;80;2,1;
2025-04-19;,8;21,3;17;88,6;2,5;
2025-04-20;0;22,2;10,4;70,3;2,5;
2025-04-21;0;21,9;9,8;74,3;2,4;
2025-04-22;0;24,1;11,4;76,3;2,7;
2025-04-23;0;26,2;13,4;74,8;2,3;
2025-04-24;0;22,9;15,9;81,8;1,6;
2025-04-25;0;25,8;13,5;81,3;2,3;
2025-04-26;0;25,1;14,8;80,4;2;
2025-04-27;0;24,1;15,3;88,2;2,2;
2025-04-28;10,6;18,2;12,5;74,2;2,1;
2025-04-29;0;19,3;6,3;64,7;1,5;
2025-04-30;0;22;7,1;66,6;2;
2025-05-01;0;23,5;10,2;68,7;2,7;
2025-05-02;0;21;11,5;77,9;2,4;
2025-05-03;0;25;12,9;70,6;1,4;
2025-05-04;0;25,5;13,3;70,5;3;
2025-05-05;0;26,6;13,9;72,5;2,5;
2025-05-06;,2;26;15,1;70,9;1,8;
2025-05-07;,4;22,5;16,5;86,9;2,4;
2025-05-08;1,2;26,3;16,5;79,5;3,9;
2025-05-09;null;null;18,3;null;null;
2025-05-10;null;null;null;61;null;
2025-05-11;0;19,3;8,6;68,3;1,9;
2025-05-12;0;20,3;9,4;76,1;3,8;
2025-05-13;0;23,5;11,7;78,8;3,5;
2025-05-14;0;24,2;13,7;74,7;3,7;
2025-05-15;0;23,6;13;76;3,4;
2025-05-16;0;24,2;12,6;73;3,2;
2025-05-17;0;25,4;14,3;77,5;3,9;
2025-05-18;0;26,6;14,6;81,4;4,6;
2025-05-19;18;23,8;14,3;85,5;2;
2025-05-20;6,4;21,1;14,9;90,3;1,2;
2025-05-21;8,4;19,9;15,3;92,1;2;
2025-05-22;0;14,7;11,5;93,9;3,3;
2025-05-23;0;19,6;10,2;85,1;2,8;
2025-05-24;0;15,5;13,1;93,4;3,5;
2025-05-25;40;23,7;14,4;87,5;2,8;
2025-05-26;0;21,6;14,7;91,2;2,6;
2025-05-27;null;null;null;null;null;
2025-05-28;null;null;null;null;null;
2025-05-29;null;null;null;null;null;
2025-05-30;null;null;null;79,9;null;
2025-05-31;null;null;null;84,7;null;
2025-06-01;0;16;3,9;85,1;1,4;
2025-06-02;0;14,4;7,8;88,6;2,9;
2025-06-03;null;null;null;null;null;
2025-06-04;null;null;null;91;null;
2025-06-05;29,6;20,8;15,3;91,8;2,1;
2025-06-06;0;16,1;11,2;92,7;2,1;
2025-06-07;null;null;7,3;93,9;null;
2025-06-08;null;null;null;null;null;
2025-06-09;null;null;null;null;null;
2025-06-10;null;null;null;null;null;
2025-06-11;null;12,9;null;75;null;
2025-06-12;0;15,8;3,3;75,8;4;
2025-06-13;0;18,1;7;74,3;4,8;
2025-06-14;0;15,8;11,3;80,6;6;
2025-06-15;null;null;null;null;null;
2025-06-16;null;null;null;88,8;null;
2025-06-17;null;null;8,2;null;null;
2025-06-18;null;null;null;null;null;
2025-06-19;null;null;null;null;null;
2025-06-20;null;null;null;null;null;
2025-06-21;null;null;null;88,6;null;
2025-06-22;null;null;null;null;null;
2025-06-23;null;null;null;67;null;
2025-06-24;0;7,9;-2;70,1;3,5;
2025-06-25;0;16,3;-1;61,3;3,3;
2025-06-26;5,6;12,1;2,5;89,8;2;
2025-06-27;7,6;14,5;7,8;92,1;2;
2025-06-28;,8;14,9;8,4;95;3,4;
2025-06-29;null;null;null;null;null;
2025-06-30;null;null;null;null;null;
2025-07-01;null;null;null;62,4;null;
2025-07-02;0;12,1;-1,1;73,6;3,3;
2025-07-03;0;14,8;1,5;76,8;3,9;
2025-07-04;0;16,4;5,3;77,9;3,2;
2025-07-05;0;18,8;7,1;77,4;2,3;
2025-07-06;0;17,9;7,3;78,8;2;
2025-07-07;0;20,1;7,1;78,9;2,5;
2025-07-08;0;18,7;8,6;76,3;1,5;
2025-07-09;0;17,9;4,4;71;2,6;
2025-07-10;0;18,6;6,9;76,1;2,9;
2025-07-11;0;19,9;9,6;80,3;2,2;
2025-07-12;0;22,3;9,9;72,7;2;
2025-07-13;0;23;12,8;69,2;2,6;
2025-07-14;0;23,5;11,7;68,8;2,2;
2025-07-15;0;22,7;11,6;65,7;2,6;
2025-07-16;0;22,9;13,8;64,2;3,4;
2025-07-17;1;18,4;11,8;83,8;2,9;
2025-07-18;6,4;10;5,8;91,5;2;
2025-07-19;null;null;null;72,2;null;
2025-07-20;0;21;7;73,7;2,3;
2025-07-21;0;21,4;8,6;70,6;2,4;
2025-07-22;0;21;10,2;76,5;1,5;
2025-07-23;0;15,6;11,7;88;2,7;
2025-07-24;1,4;null;8;93,1;null;
2025-07-25;null;null;null;80,9;null;
2025-07-26;null;22,3;11,8;84;2,8;
2025-07-27;12,2;null;14,4;93,3;null;
2025-07-28;null;null;null;null;null;
2025-07-29;null;null;null;71,3;null;
2025-07-30;0;15,5;2,5;74;1,6;
2025-07-31;0;19,8;6,3;66,4;3,9;
2025-08-01;0;21,8;8,9;68,3;5,2;
2025-08-02;0;26,1;11,1;62,3;5,2;
2025-08-03;1,2;21,2;15;81,3;3,5;
2025-08-04;30,4;16,2;13,5;94,5;2,7;
2025-08-05;null;null;null;null;null;
2025-08-06;null;null;null;91,1;null;
2025-08-07;null;null;null;90;null;
2025-08-08;null;null;null;null;null;
2025-08-09;null;null;null;null;null;
2025-08-10;null;null;null;74,6;null;
2025-08-11;0;16,7;1,7;79,8;1,6;
2025-08-12;0;18,7;4,7;75,3;2,2;
2025-08-13;0;19,7;6,5;67,5;1,3;
2025-08-14;0;18;7,4;79,9;2,7;
2025-08-15;0;18,6;7,5;78,5;4,3;
2025-08-16;0;19,1;10,6;76,7;3,5;
2025-08-17;0;23,5;11,3;70,5;1,4;
2025-08-18;0;20,8;11,8;81;1,6;
2025-08-19;2;21,7;14;76,5;5,4;
2025-08-20;16,2;19,3;10,9;80,3;6,4;
2025-08-21;,2;21,7;8,3;82,6;2,2;
2025-08-22;0;28,5;13,5;67;6,3;
2025-08-23;1,4;23,6;17,6;83,1;3,6;
2025-08-24;9,6;8,7;5,9;85,4;2,8;
2025-08-25;null;null;null;null;null;
2025-08-26;null;null;null;null;null;
2025-08-27;null;null;null;74,2;null;
2025-08-28;0;21;11,7;77,4;3,2;
2025-08-29;0;22;11,9;74,8;3,9;
2025-08-30;0;23,2;12,6;71,8;4,3;
2025-08-31;0;24,1;12,6;71,3;4,7;
2025-09-01;0;22,7;15,1;73,3;5;
2025-09-02;0;20,1;16,5;81,7;5,1;
2025-09-03;10,2;23;15,3;83,2;4,8;
2025-09-04;4,6;22,2;17,3;84,1;null;
2025-09-05;null;null;null;null;null;

